company_id,group_name,account_name,date,debit_amount,credit
7S4LET,Ungrouped,Miscellaneous Expense,29-09-2025,9100,
7S4LET,Operations,Rent,22-01-2023,5654.31,1260.8
7S4LET,HR,Rent,23-11-2025,8713.66,54.14
7S4LET,IT,Bank Service Charges,03-06-2023,5934.87,
7S4LET,IT,FX Gain/ Loss,14-12-2024,8389.59,3490.28
7S4LET,Operations,Employee Benefits,22-03-2025,6653.2,5992.09
7S4LET,HR,Rent,12-07-2024,5081.05,
7S4LET,IT,Miscellaneous Income,03-10-2023,9525.6,4776.2
7S4LET,Ungrouped,Miscellaneous Expense,23-04-2023,3987.14,
7S4LET,Travel,Employee Benefits,28-06-2023,7001.26,
7S4LET,HR,Rent,11-10-2025,1913.51,749.54
7S4LET,Operations,Miscellaneous Income,05-11-2025,4328.77,
7S4LET,IT,Miscellaneous Expense,28-08-2023,9238.4,
7S4LET,Ungrouped,Miscellaneous Expense,23-01-2025,3565.49,
7S4LET,Ungrouped,Rent,10-01-2025,6725.93,4211.47
7S4LET,IT,Employee Benefits,26-08-2023,5050.6,4376.23
7S4LET,Ungrouped,Miscellaneous Expense,05-05-2025,3144.07,
7S4LET,Ungrouped,Room Rent,12-10-2024,5552.45,2771.01
7S4LET,Ungrouped,Miscellaneous Expense,16-09-2025,9972.81,9270.53
7S4LET,Operations,Miscellaneous Expense,07-09-2023,7214.55,
7S4LET,IT,Room Rent,31-03-2023,8130.07,
7S4LET,IT,Rent,28-10-2025,8110.24,
7S4LET,Operations,Rent,23-11-2025,4291.35,
7S4LET,Operations,Miscellaneous Expense,19-05-2023,8915.36,6252.03
7S4LET,Travel,FX Gain/ Loss,06-10-2023,4140.03,711.14
7S4LET,Travel,Miscellaneous Income,01-05-2023,9726.72,
7S4LET,IT,FX Gain/ Loss,07-04-2025,9526.07,
7S4LET,Travel,Miscellaneous Income,03-05-2024,2537.08,400.03
7S4LET,HR,Bank Service Charges,20-02-2024,3438.98,1316.56
7S4LET,Operations,FX Gain/ Loss,11-02-2024,8891.09,
7S4LET,IT,Room Rent,29-06-2023,4481.47,
7S4LET,IT,FX Gain/ Loss,30-03-2023,7233.56,1368.87
7S4LET,Operations,Room Rent,20-09-2025,3198.12,3161.51
7S4LET,IT,Bank Service Charges,07-06-2023,4645,3783.03
7S4LET,HR,Miscellaneous Expense,09-07-2025,3336.01,
7S4LET,IT,Miscellaneous Expense,06-11-2023,5219.23,1603.74
7S4LET,Travel,Employee Benefits,01-04-2023,1226.17,
7S4LET,HR,Rent,25-09-2023,6377.48,3100.94
7S4LET,Travel,Miscellaneous Expense,25-03-2023,1602.71,
7S4LET,Travel,Bank Service Charges,05-05-2023,6974.43,
7S4LET,Ungrouped,Miscellaneous Expense,25-05-2025,9592.76,
7S4LET,Travel,Rent,17-01-2025,7878.27,4804.05
7S4LET,IT,Miscellaneous Income,20-06-2024,9702.12,3905.69
7S4LET,Ungrouped,Bank Service Charges,20-10-2024,3315.54,
7S4LET,Travel,Room Rent,19-12-2024,8700.61,
7S4LET,Travel,Employee Benefits,02-08-2025,5143.02,
7S4LET,HR,FX Gain/ Loss,29-01-2024,4303.28,
7S4LET,IT,Bank Service Charges,27-04-2024,7136.11,
7S4LET,Travel,Room Rent,20-05-2025,2578.98,1546.71
7S4LET,Operations,Miscellaneous Income,25-08-2024,9022.31,
7S4LET,Travel,FX Gain/ Loss,21-08-2023,1534.67,
7S4LET,IT,Rent,22-03-2023,3801.34,1047.58
7S4LET,Travel,Miscellaneous Income,22-12-2024,1029.48,
7S4LET,HR,Room Rent,15-03-2025,7046.13,3499.96
7S4LET,Ungrouped,Room Rent,31-03-2024,6212.65,4553.83
7S4LET,HR,Bank Service Charges,24-12-2025,8501.3,
7S4LET,Ungrouped,Employee Benefits,19-09-2023,2180.59,546.36
7S4LET,IT,Bank Service Charges,22-12-2025,3249.16,2333.65
7S4LET,Ungrouped,Bank Service Charges,21-12-2023,5412.98,
7S4LET,IT,Employee Benefits,11-04-2024,9870.65,
7S4LET,Operations,Room Rent,17-06-2025,4525.87,
7S4LET,HR,Room Rent,19-02-2024,4848.65,
7S4LET,Ungrouped,Miscellaneous Income,30-10-2023,1875.72,
7S4LET,Travel,Miscellaneous Income,11-02-2025,4709.44,
7S4LET,IT,Bank Service Charges,12-11-2023,8560.46,
7S4LET,Operations,Room Rent,16-05-2024,6519.38,
7S4LET,IT,Room Rent,17-10-2024,4395.89,412.83
7S4LET,HR,Miscellaneous Expense,23-05-2023,9705.04,
7S4LET,Operations,Room Rent,07-02-2024,3143.8,993.17
7S4LET,HR,Miscellaneous Expense,07-06-2024,9337.15,8031.62
7S4LET,IT,Room Rent,22-12-2024,5913.54,4179.46
7S4LET,Operations,Rent,21-11-2025,5197.99,2867.05
7S4LET,Operations,FX Gain/ Loss,03-04-2025,2765.5,
7S4LET,Operations,Room Rent,07-06-2025,1438.01,
7S4LET,IT,Rent,04-12-2023,7558.9,1110.71
7S4LET,HR,Miscellaneous Expense,17-09-2023,5220.98,5215.16
7S4LET,Ungrouped,Bank Service Charges,21-06-2025,6803.88,
7S4LET,HR,Bank Service Charges,29-02-2024,7618.22,1755.97
7S4LET,HR,Miscellaneous Expense,21-03-2025,2291.43,
7S4LET,HR,Miscellaneous Expense,02-11-2023,2863.98,748
7S4LET,Travel,Miscellaneous Expense,20-05-2025,4497.02,
7S4LET,IT,Miscellaneous Income,26-08-2024,2231.9,
7S4LET,Travel,Bank Service Charges,06-06-2024,8919.05,5999.08
7S4LET,Ungrouped,Bank Service Charges,15-01-2025,8409.51,8053.23
7S4LET,IT,Room Rent,15-11-2025,4133.76,1150.61
7S4LET,Travel,Miscellaneous Income,04-12-2025,1846.39,358.38
7S4LET,HR,Miscellaneous Income,01-05-2025,3333.73,
7S4LET,Ungrouped,FX Gain/ Loss,05-03-2025,8352.01,
7S4LET,HR,Employee Benefits,16-03-2023,6606.12,5772.08
7S4LET,Ungrouped,Miscellaneous Income,06-11-2024,7728.48,
7S4LET,Operations,Employee Benefits,27-06-2025,8700.69,
7S4LET,HR,Rent,04-01-2024,4420.39,929.18
7S4LET,Travel,FX Gain/ Loss,10-06-2025,8156.66,
7S4LET,Ungrouped,FX Gain/ Loss,04-01-2023,4060.84,3352.4
7S4LET,IT,Rent,25-06-2025,5635.68,3109.63
7S4LET,Travel,Rent,04-11-2024,5132.45,40.25
7S4LET,Operations,Employee Benefits,01-11-2024,8899.28,398.35
7S4LET,IT,Bank Service Charges,28-12-2024,9382.72,
7S4LET,Travel,Miscellaneous Income,06-03-2024,4821.97,
7S4LET,Operations,Room Rent,07-10-2023,8386.1,2906.09
7S4LET,Ungrouped,FX Gain/ Loss,05-12-2024,2860.93,
7S4LET,Ungrouped,Miscellaneous Expense,27-10-2023,1424.84,
7S4LET,Operations,Miscellaneous Income,10-11-2023,6142.17,4867.01
7S4LET,Travel,Bank Service Charges,15-11-2025,1878.92,
7S4LET,Ungrouped,Miscellaneous Expense,12-01-2025,4853.06,
7S4LET,Operations,Miscellaneous Expense,10-01-2025,8047.89,5936.67
7S4LET,Travel,Bank Service Charges,24-10-2023,5464.54,2136.7
7S4LET,HR,Miscellaneous Income,16-01-2024,2276.27,391.76
7S4LET,Operations,Rent,10-02-2025,6213.8,5132.92
7S4LET,Operations,Rent,03-08-2024,7981.06,4533.71
7S4LET,Operations,Miscellaneous Income,29-01-2025,6696.5,5878.81
7S4LET,IT,Miscellaneous Income,17-06-2023,3635.93,1553.2
7S4LET,Travel,FX Gain/ Loss,23-05-2024,2018.24,
7S4LET,Ungrouped,Rent,26-02-2024,9677.14,
7S4LET,HR,Rent,26-09-2023,5113.57,1298.73
7S4LET,IT,Miscellaneous Income,31-03-2023,9417.17,8014.27
7S4LET,Travel,FX Gain/ Loss,25-09-2023,6912.38,6444.82
7S4LET,Operations,Miscellaneous Expense,05-03-2023,8623.17,6889.41
7S4LET,Travel,FX Gain/ Loss,15-06-2023,8279.14,
7S4LET,Ungrouped,Room Rent,15-11-2025,8461.92,
7S4LET,IT,Employee Benefits,22-02-2024,6810.89,6622.53
7S4LET,IT,Room Rent,27-10-2025,2377.24,1273.35
7S4LET,Travel,Bank Service Charges,08-07-2024,1366.35,
7S4LET,Ungrouped,Rent,01-02-2024,5102.12,
7S4LET,IT,Bank Service Charges,25-10-2025,2607.33,637.85
7S4LET,Ungrouped,Miscellaneous Income,20-01-2025,1014.54,91.3
7S4LET,Travel,Miscellaneous Expense,07-12-2025,4145.79,1957.7
7S4LET,Operations,Bank Service Charges,07-10-2025,8115.32,5565.9
7S4LET,Operations,Employee Benefits,27-08-2023,5697.45,
7S4LET,Travel,FX Gain/ Loss,21-09-2023,8628.86,
7S4LET,Operations,FX Gain/ Loss,11-11-2025,9086.51,
7S4LET,IT,Bank Service Charges,09-01-2025,9998.21,
7S4LET,IT,Rent,13-03-2024,8778.22,754.67
7S4LET,IT,FX Gain/ Loss,17-10-2024,7761.28,
7S4LET,IT,FX Gain/ Loss,05-02-2023,2588.56,
7S4LET,HR,Bank Service Charges,15-04-2024,2899.01,1898.21
7S4LET,IT,Miscellaneous Income,03-02-2023,6568.96,439.99
7S4LET,Ungrouped,Rent,25-08-2024,9355.83,5387.2
7S4LET,Travel,Bank Service Charges,19-04-2023,4151.61,3219.38
7S4LET,IT,Miscellaneous Expense,10-08-2025,8020.01,2275.64
7S4LET,Travel,Bank Service Charges,15-09-2024,2547.13,
7S4LET,IT,Room Rent,03-04-2024,4139.59,1371.35
7S4LET,Operations,FX Gain/ Loss,12-10-2025,1603.32,
7S4LET,Operations,Bank Service Charges,11-12-2025,7185.21,4073.99
7S4LET,IT,Room Rent,26-11-2025,3549.5,2190.3
7S4LET,Travel,FX Gain/ Loss,01-09-2023,2689.76,
7S4LET,Operations,Miscellaneous Income,06-09-2025,4177.4,1157.66
7S4LET,IT,Miscellaneous Income,27-04-2025,4578.32,3311.45
7S4LET,Operations,Room Rent,24-07-2025,1405.78,
7S4LET,Operations,Room Rent,25-05-2025,6404.3,
7S4LET,HR,Miscellaneous Income,24-07-2024,3758.32,3272
7S4LET,Ungrouped,Employee Benefits,01-10-2023,6471.56,5932.75
7S4LET,IT,Bank Service Charges,28-10-2023,3457.86,1700.1
7S4LET,Travel,Miscellaneous Expense,06-07-2024,2790.66,
7S4LET,Operations,Miscellaneous Expense,16-07-2025,5171,4772.02
7S4LET,IT,Employee Benefits,06-03-2025,4102.91,
7S4LET,Ungrouped,Employee Benefits,03-03-2023,3846.15,
7S4LET,HR,Rent,17-08-2025,4169.78,
7S4LET,IT,Miscellaneous Expense,19-09-2023,9473.01,7227.68
7S4LET,Operations,Bank Service Charges,17-09-2024,6550.3,
7S4LET,Travel,Rent,21-12-2024,6903.91,
7S4LET,HR,Employee Benefits,16-09-2023,7259.51,249.83
7S4LET,HR,Employee Benefits,12-04-2024,9579.27,
7S4LET,Ungrouped,FX Gain/ Loss,20-07-2025,6586.67,
7S4LET,Ungrouped,FX Gain/ Loss,12-12-2023,4607.68,
7S4LET,IT,Miscellaneous Income,03-04-2024,5620.48,
7S4LET,Travel,Miscellaneous Income,28-06-2023,7031.55,2879.99
7S4LET,IT,Rent,27-08-2025,3672.21,1026.98
7S4LET,HR,Room Rent,22-10-2024,2746.61,
7S4LET,HR,Employee Benefits,03-03-2025,7858.78,290.99
7S4LET,Operations,Room Rent,19-11-2024,3327.95,
7S4LET,Ungrouped,FX Gain/ Loss,15-03-2025,2582.42,
7S4LET,Operations,Rent,08-10-2024,5870.65,2488.43
7S4LET,Operations,Miscellaneous Expense,04-03-2023,6909.89,4613.51
7S4LET,Travel,Miscellaneous Income,01-12-2025,3365.28,1536.6
7S4LET,Ungrouped,Miscellaneous Expense,17-09-2025,5261.56,276.45
7S4LET,Ungrouped,Miscellaneous Expense,09-07-2023,8228.97,6438.97
7S4LET,Operations,Room Rent,19-10-2025,3027.51,
7S4LET,Ungrouped,Rent,28-07-2023,7506.34,
7S4LET,HR,Rent,01-01-2023,5959.2,3943.14
7S4LET,IT,Rent,19-04-2024,7076.3,
7S4LET,Operations,Miscellaneous Income,27-05-2025,2835.54,1392.91
7S4LET,Ungrouped,Room Rent,30-06-2025,4409.71,
7S4LET,Ungrouped,Rent,04-10-2023,9454.98,6791.67
7S4LET,Ungrouped,FX Gain/ Loss,16-11-2024,9273.85,
7S4LET,Operations,Rent,29-10-2024,7622.57,
7S4LET,Operations,Employee Benefits,30-09-2023,2982.88,708.8
7S4LET,Ungrouped,Miscellaneous Income,14-02-2025,1132.02,235.19
7S4LET,Travel,Miscellaneous Expense,09-06-2024,7266.87,3335.88
7S4LET,Operations,Rent,08-02-2025,7418.25,
7S4LET,Ungrouped,Bank Service Charges,27-12-2023,4023.29,
7S4LET,HR,Employee Benefits,12-01-2024,9814.83,9490.53
7S4LET,IT,FX Gain/ Loss,20-02-2025,4745.93,34.15
7S4LET,Ungrouped,Room Rent,08-06-2023,3573.88,
7S4LET,Ungrouped,Rent,31-08-2024,8988.5,
7S4LET,Ungrouped,Rent,19-08-2023,8061.1,
7S4LET,Travel,Employee Benefits,22-01-2024,7402.6,3995.19
7S4LET,Ungrouped,Bank Service Charges,21-02-2025,1003.89,
7S4LET,HR,Bank Service Charges,17-06-2023,6787.77,6194.94
7S4LET,Ungrouped,Bank Service Charges,20-04-2025,9886.23,7441.43
7S4LET,Travel,Room Rent,17-10-2023,9112.47,
7S4LET,Travel,Employee Benefits,06-03-2025,6460.3,4074.14
7S4LET,Ungrouped,Room Rent,27-02-2023,8876.42,
7S4LET,Ungrouped,Miscellaneous Income,19-10-2025,9556.68,1200.38
7S4LET,IT,Rent,24-07-2025,9373.35,3357.46
7S4LET,IT,Miscellaneous Expense,30-12-2024,5150.51,4755.18
7S4LET,HR,Room Rent,19-02-2025,7503.31,
7S4LET,Operations,FX Gain/ Loss,02-04-2024,1701.53,
7S4LET,Operations,Rent,22-02-2025,4705.39,3026.66
7S4LET,IT,Employee Benefits,26-07-2023,8144.2,7274
7S4LET,Ungrouped,Rent,09-12-2024,1225.02,
7S4LET,HR,Miscellaneous Income,20-08-2025,2959.69,
7S4LET,Operations,Employee Benefits,02-12-2023,5880.68,5588.26
7S4LET,Operations,Miscellaneous Income,29-08-2023,2050.29,
7S4LET,Ungrouped,FX Gain/ Loss,01-05-2023,9871.95,
7S4LET,HR,Room Rent,03-12-2023,8657.88,2262.42
7S4LET,Operations,Rent,13-09-2024,7405.87,
7S4LET,Operations,Miscellaneous Income,26-01-2023,7375.73,
7S4LET,Operations,Miscellaneous Expense,13-01-2023,2645.24,1460.4
7S4LET,IT,Bank Service Charges,24-12-2023,9740.78,
7S4LET,IT,Room Rent,16-01-2024,9396,3376.14
7S4LET,Travel,Bank Service Charges,16-01-2024,6267.34,
7S4LET,Operations,Room Rent,01-08-2023,1191.01,
7S4LET,Operations,FX Gain/ Loss,17-03-2024,3475.4,716.39
7S4LET,Ungrouped,Miscellaneous Expense,03-12-2024,3936.54,249.64
7S4LET,Operations,Rent,19-03-2024,7651.79,
7S4LET,Operations,Employee Benefits,27-05-2024,7595.96,657.07
7S4LET,Travel,FX Gain/ Loss,03-04-2023,7534.79,2393.3
7S4LET,Operations,Bank Service Charges,19-06-2023,5482.05,
7S4LET,Operations,FX Gain/ Loss,23-04-2024,6633.31,
7S4LET,IT,Room Rent,13-04-2025,9858.87,8114.78
7S4LET,HR,Room Rent,20-02-2023,2390.43,
7S4LET,Ungrouped,Employee Benefits,22-04-2023,7856.29,
7S4LET,Ungrouped,Miscellaneous Expense,01-05-2024,9384.67,5825.67
7S4LET,Ungrouped,FX Gain/ Loss,09-01-2025,4362.61,
7S4LET,Travel,Employee Benefits,17-03-2024,1674.64,
7S4LET,Travel,Employee Benefits,11-06-2023,2255.49,1405.53
7S4LET,IT,Miscellaneous Expense,27-05-2025,2729.01,949.64
7S4LET,Operations,Rent,16-07-2025,4087.7,3050.86
7S4LET,Ungrouped,Miscellaneous Income,22-10-2023,4986.22,
7S4LET,HR,Miscellaneous Income,11-11-2024,1904.6,
7S4LET,Ungrouped,Bank Service Charges,01-03-2025,2923.42,1113.08
7S4LET,IT,Room Rent,11-08-2025,7099.92,1318.81
7S4LET,IT,Bank Service Charges,12-12-2025,9115.18,154.11
7S4LET,Ungrouped,Employee Benefits,04-06-2023,7224.2,4426.02
7S4LET,HR,Miscellaneous Income,05-05-2023,9821.13,
7S4LET,Ungrouped,Bank Service Charges,16-07-2025,8841.37,4829.41
7S4LET,Travel,Rent,16-07-2025,6564.24,2938.66
7S4LET,Travel,Miscellaneous Income,13-12-2024,5177.71,3725.73
7S4LET,Travel,Bank Service Charges,14-09-2025,8252.64,
7S4LET,Travel,Rent,28-06-2023,8791.95,3292.26
7S4LET,HR,Employee Benefits,31-12-2024,8727.41,3558.31
7S4LET,Travel,Employee Benefits,11-11-2025,1086.44,
7S4LET,IT,Miscellaneous Expense,01-01-2023,9716.09,
7S4LET,HR,Bank Service Charges,02-12-2025,2068.66,
7S4LET,HR,Miscellaneous Expense,26-02-2023,3537.71,223.44
7S4LET,Travel,Room Rent,30-01-2025,9612.62,
7S4LET,Ungrouped,Miscellaneous Income,07-08-2023,3392.76,766.31
7S4LET,IT,Bank Service Charges,26-05-2025,5616.16,
7S4LET,IT,Room Rent,03-12-2025,1641.7,
7S4LET,Ungrouped,Room Rent,02-08-2025,3901.02,2639.74
7S4LET,IT,Miscellaneous Expense,20-01-2024,2256.54,2217.3
7S4LET,Travel,FX Gain/ Loss,10-03-2024,5366.7,4964.33
7S4LET,Travel,Rent,04-02-2024,8502.35,7638.76
7S4LET,Ungrouped,FX Gain/ Loss,03-04-2024,2673.66,
7S4LET,Ungrouped,Room Rent,05-10-2023,8271.51,
7S4LET,Operations,Room Rent,18-09-2024,3600.78,
7S4LET,Ungrouped,Room Rent,07-04-2023,2760.28,
7S4LET,IT,Miscellaneous Income,22-08-2023,2763.45,
7S4LET,Travel,Bank Service Charges,05-09-2025,9118.02,2454.55
7S4LET,Operations,Miscellaneous Income,01-03-2024,3847.28,1092.31
7S4LET,IT,Employee Benefits,10-10-2024,3854.06,
7S4LET,Travel,Employee Benefits,30-05-2023,1373.02,
7S4LET,Ungrouped,Miscellaneous Income,02-02-2025,1373.21,
7S4LET,HR,FX Gain/ Loss,19-03-2023,1740.46,
7S4LET,Travel,Rent,13-02-2025,1678.58,
7S4LET,Travel,Miscellaneous Income,03-11-2025,1994.54,1899.96
7S4LET,IT,Miscellaneous Income,29-05-2024,8201.76,756.16
7S4LET,HR,Miscellaneous Income,04-09-2025,2247.25,1365.66
7S4LET,IT,Miscellaneous Expense,06-06-2023,1578.77,506.69
7S4LET,Operations,Room Rent,31-12-2025,6019.71,3905.99
7S4LET,HR,FX Gain/ Loss,04-07-2024,7422.83,4354.38
7S4LET,Operations,Room Rent,05-08-2025,3176.04,
7S4LET,IT,Room Rent,24-09-2024,7942.52,
7S4LET,HR,Employee Benefits,03-01-2024,7242.97,386.74
7S4LET,IT,Room Rent,18-05-2023,8833.91,238.95
7S4LET,IT,Rent,22-09-2025,3956.34,
7S4LET,Operations,Room Rent,14-06-2024,3239.74,2659.81
7S4LET,Travel,Bank Service Charges,28-03-2025,7955.72,426.5
7S4LET,Ungrouped,Room Rent,10-01-2025,2427.71,1745.34
7S4LET,HR,Bank Service Charges,03-03-2025,7712.05,
7S4LET,Ungrouped,FX Gain/ Loss,09-04-2024,3483.18,
7S4LET,Travel,Miscellaneous Income,09-02-2023,7996.58,5994.76
7S4LET,Ungrouped,Miscellaneous Income,02-05-2024,1368.39,
7S4LET,Travel,Miscellaneous Income,07-10-2025,5238.28,
7S4LET,IT,Miscellaneous Income,02-02-2025,9212.74,9171.94
7S4LET,Travel,Miscellaneous Expense,22-05-2023,8916.04,
7S4LET,Travel,Miscellaneous Income,30-10-2024,8200.77,2570.94
7S4LET,Travel,Employee Benefits,01-07-2023,2420.37,612.23
7S4LET,Travel,Miscellaneous Expense,08-12-2024,8742.01,2033.29
7S4LET,Travel,FX Gain/ Loss,31-10-2023,2382.22,
7S4LET,HR,Room Rent,14-08-2025,3028.62,
7S4LET,Travel,Miscellaneous Expense,26-04-2023,2725.44,2106.93
7S4LET,IT,Miscellaneous Expense,16-01-2025,5564.45,920.75
7S4LET,Ungrouped,Miscellaneous Income,20-12-2024,4551.36,4356.25
7S4LET,Ungrouped,Miscellaneous Income,03-07-2024,8001.41,1705.8
7S4LET,IT,Rent,28-10-2024,3346.48,2252.81
7S4LET,Ungrouped,FX Gain/ Loss,15-03-2024,2345.4,
7S4LET,HR,Miscellaneous Expense,31-05-2023,3168.13,1798.1
7S4LET,Operations,FX Gain/ Loss,14-04-2023,9481.05,1409.19
7S4LET,Operations,FX Gain/ Loss,28-04-2025,6863.78,4561.82
7S4LET,Operations,FX Gain/ Loss,15-08-2025,4397.95,351.38
7S4LET,Travel,Rent,01-05-2023,4902.51,
7S4LET,HR,Employee Benefits,03-09-2024,3317.46,
7S4LET,IT,Employee Benefits,03-03-2024,1355.45,
7S4LET,HR,FX Gain/ Loss,25-02-2024,9671.9,3298.42
7S4LET,Operations,Rent,13-10-2023,9747.35,4274.13
7S4LET,Operations,Rent,31-10-2025,9574.49,6972.76
7S4LET,HR,Room Rent,05-05-2025,4932,3337.98
7S4LET,Ungrouped,Room Rent,12-10-2023,2679.87,
7S4LET,Travel,Miscellaneous Expense,28-01-2023,9498.67,
7S4LET,IT,Rent,30-09-2023,7245.31,
7S4LET,HR,Bank Service Charges,20-06-2024,2424.11,1519.47
7S4LET,Ungrouped,Rent,09-08-2023,5870.51,
7S4LET,IT,Miscellaneous Expense,27-01-2024,5178.58,1932.12
7S4LET,HR,Miscellaneous Expense,27-07-2023,9471.14,
7S4LET,HR,Miscellaneous Expense,02-03-2024,5309.01,4355.68
7S4LET,Ungrouped,FX Gain/ Loss,23-05-2024,7233.58,7023.97
7S4LET,HR,Rent,13-11-2023,7766.87,2238.04
7S4LET,Operations,Rent,20-07-2023,5480.76,1519.46
7S4LET,Travel,Miscellaneous Expense,02-04-2024,2819.84,
7S4LET,Ungrouped,Miscellaneous Expense,01-04-2023,5106.89,
7S4LET,IT,Miscellaneous Income,13-11-2023,1860.54,965.12
7S4LET,IT,Miscellaneous Income,18-01-2025,4182.91,3100.02
7S4LET,Operations,Bank Service Charges,30-08-2023,6093.68,6023.7
7S4LET,Ungrouped,Room Rent,12-03-2023,6743.62,
7S4LET,Operations,Employee Benefits,03-03-2023,1744.4,606.19
7S4LET,HR,Employee Benefits,04-04-2024,5552.04,
7S4LET,Travel,Employee Benefits,11-06-2025,8695.02,5772.17
7S4LET,Ungrouped,Miscellaneous Income,10-08-2024,5690.71,
7S4LET,Travel,Room Rent,26-03-2024,1797.7,
7S4LET,IT,Bank Service Charges,14-05-2023,3314.88,2912.53
7S4LET,HR,Room Rent,02-04-2024,2871.58,1638.95
7S4LET,IT,Miscellaneous Income,15-04-2024,6415.51,
7S4LET,Operations,Miscellaneous Expense,25-03-2025,5664.49,
7S4LET,Ungrouped,FX Gain/ Loss,24-01-2025,6228.79,12.67
7S4LET,Travel,Rent,23-01-2025,7854.66,
7S4LET,Ungrouped,Room Rent,20-08-2024,4985.23,1866.13
7S4LET,HR,Room Rent,27-01-2024,5306.52,
7S4LET,IT,FX Gain/ Loss,06-02-2025,2184.35,1578.54
7S4LET,HR,Employee Benefits,05-05-2025,3741.32,2475.17
7S4LET,IT,Bank Service Charges,03-06-2024,3540.54,
7S4LET,Operations,Miscellaneous Income,27-03-2024,8989.06,5348.76
7S4LET,Travel,Miscellaneous Income,30-10-2023,7720.3,6452.16
7S4LET,Travel,Rent,21-04-2024,1713.9,462.95
7S4LET,HR,Miscellaneous Income,08-11-2025,2987.95,
7S4LET,IT,Miscellaneous Expense,20-02-2025,8041.88,5427.55
7S4LET,Operations,Miscellaneous Income,04-12-2025,7307.25,
7S4LET,Operations,Room Rent,11-02-2025,8781.12,
7S4LET,Ungrouped,Room Rent,18-03-2023,9687.14,4538.96
7S4LET,IT,Rent,01-05-2023,5141.2,4662.68
7S4LET,Travel,Miscellaneous Expense,28-12-2023,1616.2,425.23
7S4LET,Ungrouped,Miscellaneous Income,30-11-2023,8421.3,7529.53
7S4LET,Travel,Room Rent,31-08-2024,6015.77,2222.29
7S4LET,HR,Bank Service Charges,06-10-2024,7957.35,
7S4LET,Ungrouped,Rent,26-08-2023,8297.55,6329.03
7S4LET,IT,Room Rent,19-05-2025,3793.41,
7S4LET,Travel,Employee Benefits,22-06-2023,1019.56,
7S4LET,Operations,Room Rent,21-06-2023,2240.65,
7S4LET,Ungrouped,Rent,13-10-2025,4590.89,3057.36
7S4LET,HR,FX Gain/ Loss,20-04-2023,2409.31,103.28
7S4LET,Ungrouped,Employee Benefits,03-06-2025,6859.57,4855.01
7S4LET,HR,Room Rent,14-11-2025,8524.7,
7S4LET,Travel,Miscellaneous Expense,16-10-2024,5513.64,1510.63
7S4LET,Ungrouped,Miscellaneous Income,19-02-2024,8906.69,
7S4LET,Operations,Miscellaneous Expense,07-06-2024,1761.2,775.2
7S4LET,IT,Miscellaneous Income,08-03-2025,6445.51,975.87
7S4LET,HR,Employee Benefits,25-05-2025,7602.54,5083.46
7S4LET,Travel,Miscellaneous Income,10-10-2025,2000.1,1890.44
7S4LET,IT,Bank Service Charges,05-06-2023,1344.74,822.56
7S4LET,HR,Bank Service Charges,23-10-2025,2512.5,1083.55
7S4LET,Operations,FX Gain/ Loss,21-02-2023,2697.48,2448.23
7S4LET,Travel,Rent,27-05-2023,9658.96,851.04
7S4LET,Travel,Bank Service Charges,29-01-2023,9836.19,
7S4LET,Ungrouped,Room Rent,18-09-2025,5638.25,
7S4LET,Travel,Room Rent,23-08-2025,1262.03,1013.9
7S4LET,Ungrouped,Rent,31-08-2023,7878.18,
7S4LET,Operations,Bank Service Charges,03-08-2023,4663.24,869.55
7S4LET,IT,Bank Service Charges,11-08-2024,5043.44,
7S4LET,Ungrouped,Employee Benefits,28-09-2024,5212.5,
7S4LET,HR,Rent,17-11-2023,6030.04,919.55
7S4LET,Operations,Miscellaneous Income,12-10-2023,3587.66,3423.55
7S4LET,Ungrouped,FX Gain/ Loss,04-08-2025,1668.84,
7S4LET,HR,Miscellaneous Income,25-03-2023,6364.97,
7S4LET,Operations,Room Rent,29-03-2024,2578.45,1924.6
7S4LET,HR,Miscellaneous Income,26-10-2025,2069.05,1784.13
7S4LET,Ungrouped,Employee Benefits,18-12-2024,3487.41,
7S4LET,Ungrouped,Room Rent,27-02-2023,6307.7,
7S4LET,IT,Bank Service Charges,02-08-2023,6860.91,1360.51
7S4LET,IT,Bank Service Charges,13-12-2024,4140.59,
7S4LET,Travel,Bank Service Charges,14-05-2023,7863.15,182.77
7S4LET,Operations,Bank Service Charges,09-12-2023,8244.83,885.8
7S4LET,Ungrouped,FX Gain/ Loss,15-06-2023,9508.6,1456.4
7S4LET,Operations,Miscellaneous Expense,31-07-2024,3332.09,
7S4LET,Operations,Room Rent,16-07-2025,1260.83,449.04
7S4LET,IT,Employee Benefits,07-09-2023,7500.26,
7S4LET,Operations,Miscellaneous Income,14-07-2024,3881.56,1930.38
7S4LET,Operations,Bank Service Charges,17-01-2024,5282.63,2485.98
7S4LET,Operations,Employee Benefits,24-03-2025,9063.37,
7S4LET,Travel,Room Rent,13-05-2023,7969.19,
7S4LET,IT,Miscellaneous Expense,14-03-2025,1400.66,705.04
7S4LET,HR,Employee Benefits,04-06-2025,6993.31,6341.07
7S4LET,HR,Room Rent,06-07-2023,1947.89,
7S4LET,IT,Room Rent,20-10-2023,3796.54,2622.81
7S4LET,IT,Miscellaneous Income,01-01-2024,9212.06,8299.19
7S4LET,Operations,FX Gain/ Loss,04-10-2025,9156.29,
